"MOLECULE","Prediction"
"ACT13_M_102104",4.23319
"ACT13_M_102128",0.612592
"ACT13_M_102358",0.205581
"ACT13_M_102476",4.41256
"ACT13_M_102494",-1.17252
"ACT13_M_102587",-0.821495
"ACT13_M_102591",0.74691
"ACT13_M_102636",-3.35302
"ACT13_M_103033",-1.2482
"ACT13_M_103187",-1.70986
"ACT13_M_103221",-3.25059
"ACT13_M_103330",3.31104
"ACT13_M_103433",0.0897837
"ACT13_M_103439",-0.894382
"ACT13_M_103458",2.28211
"ACT13_M_103464",6.39134
"ACT13_M_103660",-0.937543
"ACT13_M_103661",-0.441524
"ACT13_M_103808",-6.36942
"ACT13_M_103809",0.697755
"ACT13_M_103813",2.0867
"ACT13_M_104175",-3.34089
"ACT13_M_104177",-0.241161
"ACT13_M_104279",-0.870864
"ACT13_M_104292",0.0198205
"ACT13_M_104347",5.41729
"ACT13_M_104348",2.5495
"ACT13_M_104421",6.17436
"ACT13_M_104684",-4.37287
"ACT13_M_104819",1.90628
"ACT13_M_104881",6.62312
"ACT13_M_104900",-1.17236
"ACT13_M_104927",-0.922243
"ACT13_M_104988",-0.559426
"ACT13_M_104994",0.720664
"ACT13_M_105063",-1.64445
"ACT13_M_105094",0.555628
"ACT13_M_105138",2.0679
"ACT13_M_105152",2.98417
"ACT13_M_105154",2.47109
"ACT13_M_105178",0.0790752
"ACT13_M_105195",-0.571328
"ACT13_M_105397",-3.6692
"ACT13_M_105461",1.55637
"ACT13_M_105518",-4.22735
"ACT13_M_105641",0.807809
"ACT13_M_105889",-2.06967
"ACT13_M_105890",3.41208
"ACT13_M_105895",3.39381
"ACT13_M_105896",3.08237
"ACT13_M_106088",-0.00105751
"ACT13_M_106263",-0.57455
"ACT13_M_106302",1.8834
"ACT13_M_106335",0.740281
"ACT13_M_106348",-0.340986
"ACT13_M_106847",-2.64508
"ACT13_M_107032",-2.24272
"ACT13_M_107089",5.63617
"ACT13_M_107126",3.42177
"ACT13_M_107231",1.14396
"ACT13_M_107266",-0.583268
"ACT13_M_107330",0.654254
"ACT13_M_107339",-1.83702
"ACT13_M_107340",-0.296288
"ACT13_M_107516",3.75676
"ACT13_M_107778",-2.73676
"ACT13_M_107844",0.731998
"ACT13_M_107866",6.14523
"ACT13_M_107931",-0.618334
"ACT13_M_108050",0.654665
"ACT13_M_108179",-1.23693
"ACT13_M_108228",-3.53818
"ACT13_M_108406",-1.20795
"ACT13_M_108984",-0.309032
"ACT13_M_108989",-0.308972
"ACT13_M_109098",2.61706
"ACT13_M_109525",-5.67277
"ACT13_M_109527",-3.58463
"ACT13_M_109773",4.7382
"ACT13_M_109774",5.53524
"ACT13_M_109796",-3.26531
"ACT13_M_109800",2.19207
"ACT13_M_109977",-4.3087
"ACT13_M_110003",-2.02063
"ACT13_M_110034",-2.4332
"ACT13_M_110091",-4.89209
"ACT13_M_110104",0.721759
"ACT13_M_110107",-0.155942
"ACT13_M_110296",-2.53049
"ACT13_M_110297",-0.514577
"ACT13_M_110373",4.7241
"ACT13_M_110382",2.66103
"ACT13_M_110502",0.646784
"ACT13_M_110570",0.235307
"ACT13_M_110574",-0.168552
"ACT13_M_110608",0.49793
"ACT13_M_110989",4.14584
"ACT13_M_111037",2.758
"ACT13_M_111294",-3.24722
"ACT13_M_111447",-4.01762
"ACT13_M_111450",-3.98289
"ACT13_M_111453",4.11744
"ACT13_M_111493",-6.59895
"ACT13_M_111736",0.198085
"ACT13_M_111806",-2.12274
"ACT13_M_112059",-2.35622
"ACT13_M_112071",-1.2662
"ACT13_M_112096",-3.06832
"ACT13_M_112097",-2.53301
"ACT13_M_112098",-1.868
"ACT13_M_112107",-1.15629
"ACT13_M_112116",-1.06295
"ACT13_M_112309",1.68934
"ACT13_M_112372",-0.881399
"ACT13_M_112653",2.66375
"ACT13_M_112896",-1.84042
"ACT13_M_113117",2.28014
"ACT13_M_113143",3.22249
"ACT13_M_113144",3.2225
"ACT13_M_113148",-2.87109
"ACT13_M_113220",5.6057
"ACT13_M_113290",0.0228622
"ACT13_M_113670",2.11403
"ACT13_M_113678",-1.79237
"ACT13_M_113722",2.20024
"ACT13_M_113788",-0.95794
"ACT13_M_113814",4.9705
"ACT13_M_113816",4.97053
"ACT13_M_113917",3.15105
"ACT13_M_113989",-0.248361
"ACT13_M_114049",-2.54896
"ACT13_M_114385",0.930317
"ACT13_M_114605",-3.15972
"ACT13_M_114695",-2.51952
"ACT13_M_114752",3.35705
"ACT13_M_114773",-3.58136
"ACT13_M_115000",-0.0949732
"ACT13_M_115011",2.74594
"ACT13_M_115398",-0.425006
"ACT13_M_115412",1.7723
"ACT13_M_115413",5.63875
"ACT13_M_115422",6.94295
"ACT13_M_115428",-3.19463
"ACT13_M_115579",0.522254
"ACT13_M_115978",-0.0630985
"ACT13_M_115979",1.87211
"ACT13_M_116118",-3.32425
"ACT13_M_116131",-0.606783
"ACT13_M_116137",-0.0297429
"ACT13_M_116288",-3.70731
"ACT13_M_116293",1.18975
"ACT13_M_116341",-2.02226
"ACT13_M_116356",-2.11295
"ACT13_M_116408",-3.28384
"ACT13_M_116426",-1.15141
"ACT13_M_116581",3.6808
"ACT13_M_116772",-1.50385
"ACT13_M_117176",2.5837
"ACT13_M_117279",0.675194
"ACT13_M_117357",-2.35027
"ACT13_M_117360",-3.89826
"ACT13_M_118040",-0.510616
"ACT13_M_118273",0.325024
"ACT13_M_118286",-2.48753
"ACT13_M_118289",-2.68488
"ACT13_M_118645",0.708921
"ACT13_M_118955",-0.848377
"ACT13_M_118960",-0.380193
"ACT13_M_118962",-3.24219
"ACT13_M_119043",2.35279
"ACT13_M_119514",-0.484877
"ACT13_M_119523",-5.02843
"ACT13_M_119852",1.71891
"ACT13_M_119862",-0.517824
"ACT13_M_119922",2.31477
"ACT13_M_119934",-1.49501
"ACT13_M_120046",1.98164
"ACT13_M_120269",1.24296
"ACT13_M_120277",3.5333
"ACT13_M_120283",2.11959
"ACT13_M_120284",2.02174
"ACT13_M_120300",0.293506
"ACT13_M_120303",2.60928
"ACT13_M_120931",2.59687
"ACT13_M_120938",2.32708
"ACT13_M_121014",-3.01344
"ACT13_M_121018",-3.01339
"ACT13_M_121058",0.304794
"ACT13_M_121153",-0.906528
"ACT13_M_121220",-2.77761
"ACT13_M_121508",2.00058
"ACT13_M_121569",1.0043
"ACT13_M_121571",1.15407
"ACT13_M_121871",-1.87593
"ACT13_M_122262",-2.77834
"ACT13_M_122583",-0.520369
"ACT13_M_122617",-0.911488
"ACT13_M_122761",-0.382497
"ACT13_M_122764",2.44122
"ACT13_M_122792",-5.68211
"ACT13_M_122793",-5.6821
"ACT13_M_122813",2.50105
"ACT13_M_123230",-3.17713
"ACT13_M_123233",0.608358
"ACT13_M_123592",3.22443
"ACT13_M_123614",1.26439
"ACT13_M_123619",-0.0231742
"ACT13_M_123889",-3.3307
"ACT13_M_123898",2.40191
"ACT13_M_124059",-1.98692
"ACT13_M_124125",-1.56608
"ACT13_M_124420",0.033074
"ACT13_M_124499",4.45499
"ACT13_M_124535",2.45151
"ACT13_M_124600",0.948022
"ACT13_M_124770",8.70245
"ACT13_M_124961",-1.94317
"ACT13_M_124996",0.295358
"ACT13_M_125097",-4.23207
"ACT13_M_125321",-0.994827
"ACT13_M_125371",0.224584
"ACT13_M_125403",-0.115788
"ACT13_M_125692",-0.435973
"ACT13_M_125734",0.903589
"ACT13_M_126161",-2.04499
"ACT13_M_126213",2.34685
"ACT13_M_126234",-0.6872
"ACT13_M_126485",0.34932
"ACT13_M_126496",-3.31746
"ACT13_M_126536",0.793089
"ACT13_M_126541",-2.01729
"ACT13_M_126547",1.07177
"ACT13_M_126596",-2.48309
"ACT13_M_126611",-0.0999074
"ACT13_M_126726",0.0285063
"ACT13_M_126915",1.12763
"ACT13_M_126960",-2.77444
"ACT13_M_127190",0.612675
"ACT13_M_127322",-2.37535
"ACT13_M_127323",-0.849314
"ACT13_M_127324",-0.849302
"ACT13_M_127327",-3.93781
"ACT13_M_127474",-0.758096
"ACT13_M_127486",-2.30052
"ACT13_M_127697",-1.43119
"ACT13_M_127699",3.0388
"ACT13_M_127717",-0.32242
"ACT13_M_127755",-0.694849
"ACT13_M_127757",-0.694824
"ACT13_M_127758",1.49366
"ACT13_M_127809",-0.308457
"ACT13_M_127946",0.324031
"ACT13_M_127949",-1.09592
"ACT13_M_128099",-5.34673
"ACT13_M_128204",-1.49412
"ACT13_M_128251",-0.369519
"ACT13_M_128329",1.68368
"ACT13_M_128446",-1.96834
"ACT13_M_128489",-1.85445
"ACT13_M_128582",0.175584
"ACT13_M_128603",0.915821
"ACT13_M_128688",-2.49196
"ACT13_M_128753",-0.688712
"ACT13_M_128868",-3.12333
"ACT13_M_128872",0.514272
"ACT13_M_128898",-0.820689
"ACT13_M_128899",-0.6828
"ACT13_M_128917",-0.0380652
"ACT13_M_129104",-2.38805
"ACT13_M_129105",-2.38804
"ACT13_M_129108",-3.15433
"ACT13_M_129311",-1.69491
"ACT13_M_129514",-1.2899
"ACT13_M_129890",3.3262
"ACT13_M_129896",-1.93845
"ACT13_M_129925",-0.511108
"ACT13_M_130018",-1.80755
"ACT13_M_130022",-1.8075
"ACT13_M_130120",6.85336
"ACT13_M_130165",-0.069307
"ACT13_M_130166",-3.31483
"ACT13_M_130167",2.49936
"ACT13_M_130168",2.49938
"ACT13_M_130172",-1.86878
"ACT13_M_130330",-0.306953
"ACT13_M_130371",0.761012
"ACT13_M_130432",-4.96784
"ACT13_M_130519",2.37319
"ACT13_M_130677",0.746827
"ACT13_M_130678",0.746839
"ACT13_M_130682",-1.85181
"ACT13_M_130689",-4.0148
"ACT13_M_130702",-1.88673
"ACT13_M_130800",-2.66301
"ACT13_M_130874",-3.12121
"ACT13_M_130875",-3.1212
"ACT13_M_130935",-1.29061
"ACT13_M_131060",-6.29125
"ACT13_M_131080",0.656807
"ACT13_M_131087",0.615138
"ACT13_M_131112",-2.7119
"ACT13_M_131209",2.87228
"ACT13_M_131259",0.364192
"ACT13_M_131273",0.780312
"ACT13_M_131559",-1.36484
"ACT13_M_131719",2.10511
"ACT13_M_131791",0.185322
"ACT13_M_131827",0.872049
"ACT13_M_131839",1.33423
"ACT13_M_131864",4.38704
"ACT13_M_132089",2.28115
"ACT13_M_132094",6.3048
"ACT13_M_132162",1.73157
"ACT13_M_132165",1.66395
"ACT13_M_132177",-0.643063
"ACT13_M_132188",3.42812
"ACT13_M_132194",2.32206
"ACT13_M_132295",1.13403
"ACT13_M_132303",-4.742
"ACT13_M_132313",0.329139
"ACT13_M_132318",0.202159
"ACT13_M_132389",-0.140572
"ACT13_M_132393",2.66486
"ACT13_M_132395",2.66488
"ACT13_M_132424",3.73557
"ACT13_M_132508",7.47819
"ACT13_M_132521",-5.34779
"ACT13_M_132525",0.223381
"ACT13_M_132903",-0.0459628
"ACT13_M_133116",1.46805
"ACT13_M_133301",4.53084
"ACT13_M_133307",-0.639426
"ACT13_M_133431",1.52133
"ACT13_M_133439",4.12926
"ACT13_M_133479",1.10603
"ACT13_M_133800",2.15156
"ACT13_M_133801",3.05878
"ACT13_M_133828",-1.05987
"ACT13_M_134083",-2.98825
"ACT13_M_134094",-1.89619
"ACT13_M_134127",3.6304
"ACT13_M_134128",3.63042
"ACT13_M_134268",-4.98119
"ACT13_M_134273",-3.45928
"ACT13_M_134303",1.09668
"ACT13_M_134370",-0.537547
"ACT13_M_134371",-0.537535
"ACT13_M_134502",0.991819
"ACT13_M_134607",0.326675
"ACT13_M_134832",3.04153
"ACT13_M_135056",1.25877
"ACT13_M_135070",-3.32975
"ACT13_M_135076",-2.42342
"ACT13_M_135229",1.16158
"ACT13_M_135369",0.349241
"ACT13_M_135383",-1.16463
"ACT13_M_135392",0.0500908
"ACT13_M_135407",1.6837
"ACT13_M_135422",-0.988607
"ACT13_M_135648",1.91254
"ACT13_M_135660",1.47434
"ACT13_M_135679",5.01129
"ACT13_M_135792",0.571379
"ACT13_M_135824",4.84307
"ACT13_M_135825",-0.315225
"ACT13_M_136024",-1.0687
"ACT13_M_136120",3.29103
"ACT13_M_136123",2.82975
"ACT13_M_136154",-1.56989
"ACT13_M_136166",-0.436781
"ACT13_M_136296",-0.268302
"ACT13_M_136320",2.46087
"ACT13_M_136326",0.00718674
"ACT13_M_136487",1.39741
"ACT13_M_136501",7.35815
"ACT13_M_136503",7.35817
"ACT13_M_136548",1.98041
"ACT13_M_136909",-0.557223
"ACT13_M_136925",1.48866
"ACT13_M_137003",-2.63751
"ACT13_M_137019",-3.35577
"ACT13_M_137083",-2.39909
"ACT13_M_137112",0.590905
"ACT13_M_137190",-3.46595
"ACT13_M_137252",-1.55811
"ACT13_M_137274",3.60293
"ACT13_M_137283",-7.74969
"ACT13_M_137361",-0.410618
"ACT13_M_137614",-0.0399909
"ACT13_M_137638",0.538301
"ACT13_M_137639",1.34435
"ACT13_M_137646",1.54075
"ACT13_M_137708",1.86402
"ACT13_M_137749",-0.302569
"ACT13_M_137847",1.23999
"ACT13_M_137848",2.78104
"ACT13_M_137850",1.67062
"ACT13_M_137851",1.67063
"ACT13_M_137876",3.85719
"ACT13_M_138048",0.687212
"ACT13_M_138079",-0.481508
"ACT13_M_138082",-3.77516
"ACT13_M_138087",5.24332
"ACT13_M_138090",0.619697
"ACT13_M_138172",3.73921
"ACT13_M_138173",4.20003
"ACT13_M_138210",-3.17463
"ACT13_M_138221",1.13011
"ACT13_M_138257",0.420495
"ACT13_M_138258",3.05616
"ACT13_M_138286",4.00178
"ACT13_M_138369",-0.375434
"ACT13_M_138372",2.39695
"ACT13_M_138374",1.65984
"ACT13_M_138742",2.22466
"ACT13_M_138743",-1.39766
"ACT13_M_138745",-2.88968
"ACT13_M_138832",-3.43391
"ACT13_M_138833",-3.4339
"ACT13_M_138842",-1.04076
"ACT13_M_138846",-1.43867
"ACT13_M_138973",-2.10004
"ACT13_M_139093",1.71315
"ACT13_M_139094",3.58045
"ACT13_M_139114",-0.821693
"ACT13_M_139218",4.78559
"ACT13_M_139240",1.4781
"ACT13_M_139258",-2.58916
"ACT13_M_139332",2.80608
"ACT13_M_139390",6.84369
"ACT13_M_139565",3.52725
"ACT13_M_139566",0.103175
"ACT13_M_139579",2.17233
"ACT13_M_139620",-2.97194
"ACT13_M_139665",-3.40428
"ACT13_M_139667",-3.40425
"ACT13_M_139669",0.109444
"ACT13_M_139845",-0.656047
"ACT13_M_139846",6.57663
"ACT13_M_139990",2.73418
"ACT13_M_139993",0.652811
"ACT13_M_140131",3.21074
"ACT13_M_140254",2.38945
"ACT13_M_140273",-0.0248806
"ACT13_M_140279",0.386838
"ACT13_M_140334",1.91116
"ACT13_M_140445",-0.905451
"ACT13_M_140449",-0.905402
"ACT13_M_140484",-1.88927
"ACT13_M_140893",1.84531
"ACT13_M_140920",-1.80482
"ACT13_M_140982",-1.48798
"ACT13_M_140995",0.473986
"ACT13_M_141004",2.39508
"ACT13_M_141142",-2.80943
"ACT13_M_141149",1.18105
"ACT13_M_141185",6.41126
"ACT13_M_141191",1.07389
"ACT13_M_141204",-5.38612
"ACT13_M_141236",-0.310601
"ACT13_M_141238",2.10569
"ACT13_M_141264",4.39068
"ACT13_M_141330",-2.2272
"ACT13_M_141335",3.49965
"ACT13_M_141363",5.60467
"ACT13_M_141570",-3.04685
"ACT13_M_141572",-0.316978
"ACT13_M_141574",0.132537
"ACT13_M_141686",0.909993
"ACT13_M_141781",2.54362
"ACT13_M_142066",4.41291
"ACT13_M_142094",4.51396
"ACT13_M_142149",3.09809
"ACT13_M_142254",-2.59424
"ACT13_M_142259",-2.21652
"ACT13_M_142584",-0.26969
"ACT13_M_142615",3.02743
"ACT13_M_142641",0.241157
"ACT13_M_142644",-1.78392
"ACT13_M_142648",-0.057569
"ACT13_M_142649",-0.446371
"ACT13_M_142650",1.68088
"ACT13_M_142915",-0.476117
"ACT13_M_142955",0.930463
"ACT13_M_142961",-2.92841
"ACT13_M_143011",3.57996
"ACT13_M_143066",-1.34265
"ACT13_M_143523",-0.743409
"ACT13_M_143528",-0.16264
"ACT13_M_143566",0.72286
"ACT13_M_143567",-0.730434
"ACT13_M_143570",1.23922
"ACT13_M_143572",-2.25519
"ACT13_M_143828",-2.34252
"ACT13_M_143842",-0.237539
"ACT13_M_143932",0.559266
"ACT13_M_144006",0.567995
"ACT13_M_144034",1.82976
"ACT13_M_144157",-1.16969
"ACT13_M_144160",0.795358
"ACT13_M_144171",0.993924
"ACT13_M_144176",-0.269204
"ACT13_M_144257",-0.77951
"ACT13_M_144258",-2.53282
"ACT13_M_144294",2.90542
"ACT13_M_144311",0.272559
"ACT13_M_144575",-2.14103
"ACT13_M_144689",-0.613205
"ACT13_M_144710",-2.09654
"ACT13_M_144825",-3.1013
"ACT13_M_145030",-6.77269
"ACT13_M_145287",-0.864113
"ACT13_M_145288",-0.864101
"ACT13_M_145465",0.257491
"ACT13_M_145787",-2.13021
"ACT13_M_145795",0.319769
"ACT13_M_145959",-0.283501
"ACT13_M_146021",3.40106
"ACT13_M_146027",1.90755
"ACT13_M_146097",2.15708
"ACT13_M_146098",0.957408
"ACT13_M_146106",-4.21715
"ACT13_M_146113",1.219
"ACT13_M_146117",-0.496699
"ACT13_M_146188",-0.32902
"ACT13_M_146420",-1.0216
"ACT13_M_146634",6.46448
"ACT13_M_146686",-1.37186
"ACT13_M_146717",-6.38195
"ACT13_M_146936",-0.712605
"ACT13_M_147252",-2.77932
"ACT13_M_147371",2.25537
"ACT13_M_147582",-1.23537
"ACT13_M_147583",-1.73281
"ACT13_M_147584",0.945154
"ACT13_M_147587",5.01541
"ACT13_M_147764",2.43443
"ACT13_M_147770",0.908018
"ACT13_M_148402",0.46996
"ACT13_M_148439",-1.59698
"ACT13_M_148457",-0.353184
"ACT13_M_149078",-0.400701
"ACT13_M_149082",-0.821771
"ACT13_M_149174",-0.286566
"ACT13_M_150384",-0.202016
"ACT13_M_150845",-1.69327
"ACT13_M_150904",-1.49022
"ACT13_M_150920",-0.819326
"ACT13_M_150938",-5.59373
"ACT13_M_150953",-3.94657
"ACT13_M_151089",4.83378
"ACT13_M_151649",-2.23807
"ACT13_M_152415",-3.4723
"ACT14_M_7268",-7.97127
"ACT14_M_7269",-7.46293
"ACT14_M_25139",-1.55073
"ACT14_M_31631",-1.09321
"ACT14_M_39788",6.68186
"ACT14_M_43171",1.09836
"ACT14_M_47589",-0.512262
"ACT14_M_50782",-2.35955
"ACT14_M_53965",-1.58767
"ACT14_M_57842",-1.0762
"ACT14_M_61091",2.05926
"ACT14_M_68248",2.58642
"ACT14_M_110376",2.07186
"ACT14_M_120625",2.2599
"ACT14_M_123071",-2.69522
"ACT14_M_144323",2.07081
"ACT14_M_153933",-5.74057
"ACT14_M_154511",-2.05013
"ACT14_M_155447",-5.04987
"ACT14_M_155854",1.29721
"ACT14_M_155855",0.904508
"ACT14_M_155856",0.577858
"ACT14_M_155857",1.15358
"ACT14_M_155858",1.06251
"ACT14_M_155859",-1.55707
"ACT14_M_155860",0.56526
"ACT14_M_155861",2.40188
"ACT14_M_157136",-1.82527
"ACT14_M_157137",-0.269489
"ACT14_M_158060",-0.800706
"ACT14_M_158065",1.06118
"ACT14_M_158066",-0.443873
"ACT14_M_158067",-1.52762
"ACT14_M_158159",1.17424
"ACT14_M_158180",2.62182
"ACT14_M_158666",-2.17747
"ACT14_M_159171",1.34249
"ACT14_M_159252",-3.0343
"ACT14_M_159501",2.11942
"ACT14_M_159549",0.0313436
"ACT14_M_159628",1.04312
"ACT14_M_159629",1.59525
"ACT14_M_159630",0.569069
"ACT14_M_159631",2.51152
"ACT14_M_159796",-0.893487
"ACT14_M_159944",2.74921
"ACT14_M_159945",-0.468843
"ACT14_M_159946",-0.0981917
"ACT14_M_159978",4.19407
"ACT14_M_159979",3.54162
"ACT14_M_159980",-0.70248
"ACT14_M_159992",-1.41279
"ACT14_M_159993",-1.43071
"ACT14_M_160009",-0.345184
"ACT14_M_160013",2.63758
"ACT14_M_160014",4.21511
"ACT14_M_160016",6.52297
"ACT14_M_160028",6.9687
"ACT14_M_160029",-1.7115
"ACT14_M_160031",-0.16558
"ACT14_M_160032",1.66768
"ACT14_M_160033",-0.378455
"ACT14_M_160039",3.2819
"ACT14_M_160059",-2.7517
"ACT14_M_160068",-1.46073
"ACT14_M_160072",0.10574
"ACT14_M_160073",0.10574
"ACT14_M_160074",0.10574
"ACT14_M_160076",2.11584
"ACT14_M_160077",1.22612
"ACT14_M_160080",-3.4011
"ACT14_M_160081",2.18044
"ACT14_M_160082",-1.91231
"ACT14_M_160083",3.46681
"ACT14_M_160084",1.4136
"ACT14_M_160085",-4.53407
"ACT14_M_160086",-1.03294
"ACT14_M_160087",-1.83207
"ACT14_M_160089",-0.477775
"ACT14_M_160091",2.59027
"ACT14_M_160092",0.0347433
"ACT14_M_160096",-4.48518
"ACT14_M_160098",-2.22002
"ACT14_M_160130",0.420434
"ACT14_M_160146",3.99853
"ACT14_M_160147",1.17258
"ACT14_M_160184",-2.04217
"ACT14_M_160185",0.0926058
"ACT14_M_160186",-0.580726
"ACT14_M_160187",-3.47772
"ACT14_M_160188",0.31148
"ACT14_M_160205",-2.15554
"ACT14_M_160206",-2.82092
"ACT14_M_160207",-1.81429
"ACT14_M_160208",-1.92756
"ACT14_M_160209",-2.02981
"ACT14_M_160210",-0.997505
"ACT14_M_160213",-0.267419
"ACT14_M_160214",0.921915
"ACT14_M_160215",-2.32223
"ACT14_M_160216",-1.27655
"ACT14_M_160219",-1.13743
"ACT14_M_160220",-8.19671
"ACT14_M_160221",1.46427
"ACT14_M_160222",3.87533
"ACT14_M_160223",2.49246
"ACT14_M_160224",0.312085
"ACT14_M_160225",1.52779
"ACT14_M_160226",-5.07385
"ACT14_M_160227",-3.34251
"ACT14_M_160228",-4.10326
"ACT14_M_160229",-2.92173
"ACT14_M_160230",0.0799066
"ACT14_M_160231",-1.01164
"ACT14_M_160232",-2.09567
"ACT14_M_160233",-1.05456
"ACT14_M_160234",0.795232
"ACT14_M_160235",-1.47172
"ACT14_M_160236",-1.19388
"ACT14_M_160237",-1.37458
"ACT14_M_160238",0.843101
"ACT14_M_160239",-1.38748
"ACT14_M_160240",0.269216
"ACT14_M_160241",0.0251684
"ACT14_M_160242",-2.11905
"ACT14_M_160243",-2.56265
"ACT14_M_160244",-4.72619
"ACT14_M_160245",-3.15723
"ACT14_M_160246",-2.54634
"ACT14_M_160247",-4.36306
"ACT14_M_160248",-2.9597
"ACT14_M_160249",-1.79937
"ACT14_M_160250",-0.638908
"ACT14_M_160251",4.23563
"ACT14_M_160252",-2.82882
"ACT14_M_160253",-2.69062
"ACT14_M_160254",-1.0264
"ACT14_M_160255",-2.17333
"ACT14_M_160256",-2.13039
"ACT14_M_160260",-3.00616
"ACT14_M_160261",-3.50268
"ACT14_M_160262",-1.01893
"ACT14_M_160263",2.75928
"ACT14_M_160264",2.69259
"ACT14_M_160265",-5.00441
"ACT14_M_160266",-4.70412
"ACT14_M_160272",0.235616
"ACT14_M_160281",-2.63352
"ACT14_M_160282",-1.76991
"ACT14_M_160286",3.29275
"ACT14_M_160287",4.87867
"ACT14_M_160288",5.99719
"ACT14_M_160289",5.99719
"ACT14_M_160290",0.750022
"ACT14_M_160304",11.7518
"ACT14_M_160305",-4.15685
"ACT14_M_160315",3.95627
"ACT14_M_160316",4.21598
"ACT14_M_160319",-9.70932
"ACT14_M_160320",-3.47496
"ACT14_M_160321",-7.15355
"ACT14_M_160322",-8.68306
"ACT14_M_160323",-8.2097
"ACT14_M_160324",-7.0675
"ACT14_M_160325",-8.18327
"ACT14_M_160326",-5.61398
"ACT14_M_160327",-6.37398
"ACT14_M_160328",-4.0623
"ACT14_M_160329",-7.64747
"ACT14_M_160330",0.705444
"ACT14_M_160331",8.44731
"ACT14_M_160332",-2.91852
"ACT14_M_160333",4.74901
"ACT14_M_160336",0.0451091
"ACT14_M_160337",1.14889
"ACT14_M_160338",-2.62292
"ACT14_M_160340",-0.625349
"ACT14_M_160343",-4.97766
"ACT14_M_160344",-3.93656
"ACT14_M_160345",1.53039
"ACT14_M_160346",0.905877
"ACT14_M_160347",2.50458
"ACT14_M_160348",1.7981
"ACT14_M_160351",-0.912585
"ACT14_M_160354",0.753248
"ACT14_M_160355",1.37945
"ACT14_M_160356",1.37945
"ACT14_M_160358",0.690333
"ACT14_M_160361",-0.388897
"ACT14_M_160364",-0.486098
"ACT14_M_160365",-4.60446
"ACT14_M_160370",1.19772
"ACT14_M_160374",-1.23493
"ACT14_M_160375",-1.23493
"ACT14_M_160376",-3.60497
"ACT14_M_160377",4.13371
"ACT14_M_160378",-2.7564
"ACT14_M_160379",-1.18862
"ACT14_M_160380",-1.69101
"ACT14_M_160382",9.15942
"ACT14_M_160383",8.0759
"ACT14_M_160442",0.399855
"ACT14_M_160461",0.189173
"ACT14_M_160463",2.34819
"ACT14_M_160509",-1.13088
"ACT14_M_160515",-1.64233
"ACT14_M_160516",-0.841351
"ACT14_M_160517",-3.99001
"ACT14_M_160518",-1.59628
"ACT14_M_160519",-0.543193
"ACT14_M_160520",6.34728
"ACT14_M_160521",1.08792
"ACT14_M_160522",-0.316836
"ACT14_M_160523",-1.61321
"ACT14_M_160524",-1.05086
"ACT14_M_160525",-1.63101
"ACT14_M_160526",4.15819
"ACT14_M_160527",4.2316
"ACT14_M_160529",-3.94734
"ACT14_M_160530",-4.03689
"ACT14_M_160531",5.8313
"ACT14_M_160532",5.7598
"ACT14_M_160533",-0.353278
"ACT14_M_160534",-1.09196
"ACT14_M_160535",-2.75865
"ACT14_M_160536",1.58032
"ACT14_M_160537",-0.673232
"ACT14_M_160539",-3.02261
"ACT14_M_160540",-2.32095
"ACT14_M_160541",-3.52448
"ACT14_M_160542",-1.81478
"ACT14_M_160543",-4.36065
"ACT14_M_160544",-3.05264
"ACT14_M_160545",-1.38263
"ACT14_M_160546",-4.07282
"ACT14_M_160547",-2.73592
"ACT14_M_160548",-3.46457
"ACT14_M_160549",-3.7951
"ACT14_M_160550",-4.01934
"ACT14_M_160551",-2.23299
"ACT14_M_160552",-3.74429
"ACT14_M_160553",-3.9661
"ACT14_M_160554",-6.5363
"ACT14_M_160555",-5.25148
"ACT14_M_160556",-5.44247
"ACT14_M_160557",-4.9792
"ACT14_M_160558",-5.193
"ACT14_M_160559",-5.10098
"ACT14_M_160560",-3.87042
"ACT14_M_160561",-5.1173
"ACT14_M_160562",-5.99381
"ACT14_M_160563",-2.81319
"ACT14_M_160564",-2.00837
"ACT14_M_160565",-4.56264
"ACT14_M_160569",-0.347321
"ACT14_M_160570",-5.3066
"ACT14_M_160571",-0.93819
"ACT14_M_160572",-3.12602
"ACT14_M_160573",-4.01593
"ACT14_M_160574",-2.2261
"ACT14_M_160575",-3.36517
"ACT14_M_160576",-4.72166
"ACT14_M_160577",-5.04323
"ACT14_M_160578",-0.145329
"ACT14_M_160579",-2.91807
"ACT14_M_160580",-4.59811
"ACT14_M_160583",0.720128
"ACT14_M_160585",-4.42861
"ACT14_M_160591",-4.37009
"ACT14_M_160596",2.64105
"ACT14_M_160599",-0.976019
"ACT14_M_160604",0.333081
"ACT14_M_160609",-1.15577
"ACT14_M_160612",7.47103
"ACT14_M_160613",4.02718
"ACT14_M_160614",2.7425
"ACT14_M_160615",7.10743
"ACT14_M_160616",1.7932
"ACT14_M_160619",3.16341
"ACT14_M_160625",4.07628
"ACT14_M_160626",8.27748
"ACT14_M_160627",5.76944
"ACT14_M_160628",0.826667
"ACT14_M_160629",-1.51965
"ACT14_M_160630",-0.966354
"ACT14_M_160631",-1.1871
"ACT14_M_160634",11.106
"ACT14_M_160639",-5.03042
"ACT14_M_160640",-14.221
"ACT14_M_160648",0.835085
"ACT14_M_160663",2.23216
